RS Components, 8029942P, 730, 100, https://octopart.com/click/track?ak=8308f058&sig=01d7bd4&sid=10022&ppid=22577609&vpid=437489130&ct=offers, -, None, None, GBP, -, -, -, 0.14, 0.14
Digi-Key, 399-7409-1-ND, 0, 1, https://octopart.com/click/track?ak=8308f058&sig=039f404&sid=459&ppid=22577609&vpid=50104129&ct=offers, 52, None, None, GBP, 0.34, 0.34, 0.34, 0.0917, 0.0917
Digi-Key, 399-7409-6-ND, 0, 1, https://octopart.com/click/track?ak=8308f058&sig=0605eab&sid=459&ppid=22577609&vpid=50104131&ct=offers, 52, None, None, GBP, 0.34, 0.34, 0.34, 0.0917, 0.0917
Digi-Key, 399-7409-2-ND, 0, 2500, https://octopart.com/click/track?ak=8308f058&sig=075fa7b&sid=459&ppid=22577609&vpid=50104130&ct=offers, 52, None, None, GBP, -, -, -, 0.07554, 0.07554
Mouser, 80-C0805C105K5R, 0, 1, https://octopart.com/click/track?ak=8308f058&sig=041c16c&sid=2401&ppid=22577609&vpid=48462145&ct=offers, -, None, None, GBP, 0.69, 0.69, 0.69, 0.69, 0.154833

RS Components, 1696727, 0, 1, https://octopart.com/click/track?c=1&ak=8308f058&sig=07ce17d&sid=10022&ppid=22577609&vpid=501103762&ct=offers, -, None, None, GBP, 82.53, 82.53, 82.53, 82.53, 82.53
RS Components, 8029942, 0, 10, https://octopart.com/click/track?c=1&ak=8308f058&sig=0144e29&sid=10022&ppid=22577609&vpid=199040061&ct=offers, -, None, None, GBP, -, -, -, 0.14, 0.14
RS Components, 1466573, 0, 2500, https://octopart.com/click/track?c=1&ak=8308f058&sig=0d1b2b4&sid=10022&ppid=22577609&vpid=501103760&ct=offers, -, None, None, GBP, -, -, -, 0.059, 0.059





